fingerprint,line_count,file,directory,start_line,end_line
c784de2faba84bcf819084877758e984,4,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,476,479
c784de2faba84bcf819084877758e984,4,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,469,472
60ccee0018b5f475c7516bc41bfb437e,4,plugins/openlibrary/js/lists/ShowcaseItem.js,plugins/openlibrary/js/lists/,172,175
60ccee0018b5f475c7516bc41bfb437e,4,plugins/openlibrary/js/lists/ShowcaseItem.js,plugins/openlibrary/js/lists/,166,169
d8c7d33da6efb3686b443986a8d12249,4,plugins/openlibrary/js/merge-request-table/MergeRequestTable/TableRow.js,plugins/openlibrary/js/merge-request-table/MergeRequestTable/,123,136
d8c7d33da6efb3686b443986a8d12249,4,plugins/openlibrary/js/dropper/Dropper.js,plugins/openlibrary/js/dropper/,64,80
90efc9bf5e5e8bb830e2baa37b1cae42,4,plugins/openlibrary/js/autocomplete.js,plugins/openlibrary/js/,298,302
90efc9bf5e5e8bb830e2baa37b1cae42,4,plugins/openlibrary/js/autocomplete.js,plugins/openlibrary/js/,288,292
97675a34e98f39fbe63abe15fce8cc7d,5,plugins/openlibrary/js/realtime_account_validation.js,plugins/openlibrary/js/,35,42
97675a34e98f39fbe63abe15fce8cc7d,5,plugins/openlibrary/js/realtime_account_validation.js,plugins/openlibrary/js/,61,68
cef0bf1ffea4d0c6962a7e744aede628,5,plugins/openlibrary/js/my-books/index.js,plugins/openlibrary/js/my-books/,11,16
cef0bf1ffea4d0c6962a7e744aede628,5,plugins/openlibrary/js/my-books/index.js,plugins/openlibrary/js/my-books/,26,31
f4133cf8233311e3157cd4ba0b6c0a99,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,173,180
f4133cf8233311e3157cd4ba0b6c0a99,5,plugins/openlibrary/js/dropper/Dropper.js,plugins/openlibrary/js/dropper/,127,143
8801c6d414ab619ff9e2594f43a2a325,5,plugins/openlibrary/js/bulk-tagger/BulkTagger.js,plugins/openlibrary/js/bulk-tagger/,16,43
8801c6d414ab619ff9e2594f43a2a325,5,plugins/openlibrary/js/my-books/MyBooksDropper/ReadingLists.js,plugins/openlibrary/js/my-books/MyBooksDropper/,11,37
ce7eea1aade6e912a012d48ba9376b9d,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,61,68
ce7eea1aade6e912a012d48ba9376b9d,5,plugins/openlibrary/js/ile/index.js,plugins/openlibrary/js/ile/,30,34
d68eeda1b3438332ed5977669f193c52,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,9,13
d68eeda1b3438332ed5977669f193c52,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,33,37
d68eeda1b3438332ed5977669f193c52,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,34,38
59e75717064c95ae3316004617c9856a,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,340,345
59e75717064c95ae3316004617c9856a,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,357,362
b70827f414d7994af4806e2d9b57c822,5,plugins/openlibrary/js/lists/ShowcaseItem.js,plugins/openlibrary/js/lists/,214,220
b70827f414d7994af4806e2d9b57c822,5,plugins/openlibrary/js/lists/ShowcaseItem.js,plugins/openlibrary/js/lists/,211,217
2107417b2f796c2f3b2decec50b56093,5,plugins/openlibrary/js/merge-request-table/MergeRequestService.js,plugins/openlibrary/js/merge-request-table/,10,15
2107417b2f796c2f3b2decec50b56093,5,plugins/openlibrary/js/merge-request-table/MergeRequestService.js,plugins/openlibrary/js/merge-request-table/,41,46
138cee39f333ad9928b6c3dc2ce61754,5,plugins/openlibrary/js/SearchBar.js,plugins/openlibrary/js/,60,64
138cee39f333ad9928b6c3dc2ce61754,5,plugins/openlibrary/js/ile/utils/SelectionManager/SelectionManager.js,plugins/openlibrary/js/ile/utils/SelectionManager/,25,30
8210aba7f8a2c92d789a65199205dae9,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,13,17
8210aba7f8a2c92d789a65199205dae9,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,37,41
8210aba7f8a2c92d789a65199205dae9,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,197,201
8210aba7f8a2c92d789a65199205dae9,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,27,31
8210aba7f8a2c92d789a65199205dae9,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,155,159
ec31d0f0e75f133f3fc56c08cb3eb582,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,17,21
ec31d0f0e75f133f3fc56c08cb3eb582,5,plugins/openlibrary/js/graphs/options.js,plugins/openlibrary/js/graphs/,44,48
ec31d0f0e75f133f3fc56c08cb3eb582,5,plugins/openlibrary/js/graphs/plot.js,plugins/openlibrary/js/graphs/,161,165
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/check-ins/index.js,plugins/openlibrary/js/check-ins/,206,210
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,42,47
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,41,46
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,40,44
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,39,43
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,38,42
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,37,41
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,36,40
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,35,39
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,34,38
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,33,37
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,32,36
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,31,35
24ae3c30fdf9ac77bae093d420c9433f,5,plugins/openlibrary/js/index.js,plugins/openlibrary/js/,30,34
7311b7d07d8215ea6ac9d4f0416568ad,5,plugins/openlibrary/js/add-book.js,plugins/openlibrary/js/,11,15
7311b7d07d8215ea6ac9d4f0416568ad,5,plugins/openlibrary/js/add-book.js,plugins/openlibrary/js/,9,14
